Datetime,Humidity,Pressure,Weather_Description,Wind_Direction ,Wind_Speed,Temperature
11/15/2017 19:00,58,1020,sky is clear,E,1,56
11/15/2017 20:00,59,1019,sky is clear,SE,2,57
11/15/2017 21:00,54,1019,sky is clear,SE,2,58
11/15/2017 22:00,54,1019,sky is clear,SE,1,58
11/15/2017 23:00,71,1019,sky is clear,N,1,56
11/16/2017 0:00,71,1019,scattered clouds,N,1,53
11/16/2017 1:00,81,1020,overcast clouds,N,1,50
11/16/2017 2:00,71,1020,broken clouds,SE,1,49
11/16/2017 3:00,76,1020,moderate rain,SE,1,50
11/16/2017 4:00,81,1020,light rain,SE,1,51
11/16/2017 5:00,81,1019,overcast clouds,SW,1,51
11/16/2017 6:00,87,1020,overcast clouds,SW,1,50
11/16/2017 7:00,87,1019,overcast clouds,SW,1,49
11/16/2017 8:00,82,1019,overcast clouds,W,1,50
11/16/2017 9:00,87,1019,overcast clouds,W,1,50
11/16/2017 10:00,76,1019,overcast clouds,W,3,52
11/16/2017 11:00,76,1019,overcast clouds,N,1,52
11/16/2017 12:00,87,1019,overcast clouds,NW,2,52
11/16/2017 13:00,81,1020,mist,W,3,50
11/16/2017 14:00,93,1021,broken clouds,NW,2,52
11/16/2017 15:00,76,1021,haze,NW,2,56
11/16/2017 16:00,67,1022,broken clouds,N,3,59
11/16/2017 17:00,55,1021,scattered clouds,NW,4,62
11/16/2017 18:00,63,1020,sky is clear,N,3,63
11/16/2017 19:00,56,1019,sky is clear,NW,4,65
11/16/2017 20:00,52,1019,haze,NW,3,66
11/16/2017 21:00,52,1019,haze,N,3,66
11/16/2017 22:00,45,1019,haze,N,4,66
11/16/2017 23:00,55,1019,sky is clear,NW,2,63
11/17/2017 0:00,58,1020,haze,N,2,58
11/17/2017 1:00,62,1020,sky is clear,N,2,56
11/17/2017 2:00,62,1020,sky is clear,N,3,53
11/17/2017 3:00,62,1020,sky is clear,N,3,51
11/17/2017 4:00,62,1021,sky is clear,N,2,50
11/17/2017 5:00,66,1020,sky is clear,N,2,47
11/17/2017 6:00,71,1021,sky is clear,N,3,45
11/17/2017 7:00,93,1020,sky is clear,NW,2,41
11/17/2017 8:00,93,1021,sky is clear,NW,1,39
11/17/2017 9:00,100,1020,sky is clear,NW,1,38
11/17/2017 10:00,87,1020,sky is clear,N,1,37
11/17/2017 11:00,93,1020,sky is clear,NE,1,36
11/17/2017 12:00,93,1021,mist,NE,1,37
11/17/2017 13:00,100,1022,mist,NE,1,36
11/17/2017 14:00,70,1022,mist,E,2,38
11/17/2017 15:00,66,1023,sky is clear,E,2,47
11/17/2017 16:00,54,1022,sky is clear,SE,2,55
11/17/2017 17:00,51,1022,sky is clear,SE,3,59
11/17/2017 18:00,45,1021,sky is clear,SE,4,62
11/17/2017 19:00,45,1020,sky is clear,S,2,64
11/17/2017 20:00,30,1020,sky is clear,E,3,66
11/17/2017 21:00,32,1019,sky is clear,SE,3,66
11/17/2017 22:00,32,1019,sky is clear,S,2,65
11/17/2017 23:00,51,1019,sky is clear,SE,3,63
11/18/2017 0:00,58,1019,sky is clear,SE,3,58
11/18/2017 1:00,67,1019,sky is clear,SE,3,55
11/18/2017 2:00,71,1019,sky is clear,S,2,51
11/18/2017 3:00,71,1019,sky is clear,S,2,50
11/18/2017 4:00,76,1019,sky is clear,S,1,49
11/18/2017 5:00,76,1018,sky is clear,S,2,48
11/18/2017 6:00,81,1018,sky is clear,S,2,47
11/18/2017 7:00,81,1017,sky is clear,S,2,47
11/18/2017 8:00,81,1017,mist,S,2,45
11/18/2017 9:00,81,1016,mist,S,1,45
11/18/2017 10:00,87,1016,mist,S,1,45
11/18/2017 11:00,87,1016,mist,S,3,45
11/18/2017 12:00,93,1017,scattered clouds,E,2,46
11/18/2017 13:00,93,1017,mist,S,3,45
11/18/2017 14:00,87,1016,mist,E,2,48
11/18/2017 15:00,93,1016,mist,S,4,52
11/18/2017 16:00,77,1015,overcast clouds,S,3,57
11/18/2017 17:00,82,1014,overcast clouds,S,2,60
11/18/2017 18:00,68,1012,overcast clouds,S,3,64
11/18/2017 19:00,68,1011,broken clouds,S,5,66
11/18/2017 20:00,68,1009,overcast clouds,S,3,67
11/18/2017 21:00,82,1009,overcast clouds,S,2,66
11/18/2017 22:00,77,1008,overcast clouds,S,4,67
11/18/2017 23:00,72,1008,overcast clouds,S,4,66
11/19/2017 0:00,77,1008,overcast clouds,S,4,66
11/19/2017 1:00,77,1007,overcast clouds,S,5,66
11/19/2017 2:00,72,1006,light rain,S,6,67
11/19/2017 3:00,73,1006,mist,SW,3,67
11/19/2017 4:00,88,1007,heavy intensity rain,NW,9,62
11/19/2017 5:00,93,1007,light intensity drizzle,W,6,58
11/19/2017 6:00,82,1008,light rain,W,9,55
11/19/2017 7:00,76,1010,light rain,NW,11,53
11/19/2017 8:00,70,1011,light rain,NW,7,50
11/19/2017 9:00,70,1012,light rain,NW,6,49
11/19/2017 10:00,81,1014,light rain,N,6,47
11/19/2017 11:00,81,1014,overcast clouds,NW,5,46
11/19/2017 12:00,70,1016,overcast clouds,NW,5,45
11/19/2017 13:00,69,1015,overcast clouds,NW,8,44
11/19/2017 14:00,68,1016,light rain,NW,5,44
11/19/2017 15:00,68,1018,light rain,NW,7,45
11/19/2017 16:00,61,1018,light rain,NW,6,48
11/19/2017 17:00,62,1018,light rain,NW,5,49
11/19/2017 18:00,54,1017,light rain,NW,5,51
11/19/2017 19:00,47,1017,light rain,NW,6,53
11/19/2017 20:00,47,1017,light rain,NW,5,53
11/19/2017 21:00,47,1017,sky is clear,N,5,53
11/19/2017 22:00,50,1017,light rain,NW,5,53
11/19/2017 23:00,53,1018,light rain,NW,4,50
11/20/2017 0:00,65,1019,sky is clear,NW,4,47
11/20/2017 1:00,61,1020,sky is clear,NW,3,45
11/20/2017 2:00,65,1020,light rain,NW,3,44
11/20/2017 3:00,65,1020,light rain,N,4,43
11/20/2017 4:00,55,1021,sky is clear,N,6,40
11/20/2017 5:00,57,1021,light rain,N,5,40
11/20/2017 6:00,57,1022,light snow,N,3,38
11/20/2017 7:00,57,1022,light snow,NW,2,37
11/20/2017 8:00,57,1022,light snow,NW,4,36
11/20/2017 9:00,57,1022,light snow,N,2,35
11/20/2017 10:00,57,1022,light snow,N,4,34
11/20/2017 11:00,64,1022,sky is clear,N,4,33
11/20/2017 12:00,64,1023,sky is clear,N,3,32
11/20/2017 13:00,64,1023,sky is clear,NW,3,31
11/20/2017 14:00,52,1023,sky is clear,N,2,32
11/20/2017 15:00,52,1024,sky is clear,N,2,38
11/20/2017 16:00,61,1024,sky is clear,E,1,44
11/20/2017 17:00,50,1024,sky is clear,SE,1,50
11/20/2017 18:00,35,1023,sky is clear,SE,1,54
11/20/2017 19:00,36,1022,sky is clear,SE,2,57
11/20/2017 20:00,30,1022,sky is clear,SE,2,58
11/20/2017 21:00,33,1021,sky is clear,SE,2,60
11/20/2017 22:00,44,1021,sky is clear,SE,2,59
11/20/2017 23:00,50,1020,sky is clear,E,2,55
11/21/2017 0:00,62,1020,sky is clear,SE,2,52
11/21/2017 1:00,62,1021,sky is clear,SE,1,49
11/21/2017 2:00,66,1021,sky is clear,SE,2,48
11/21/2017 3:00,70,1021,sky is clear,SE,2,44
11/21/2017 4:00,75,1021,sky is clear,SE,1,43
11/21/2017 5:00,75,1021,sky is clear,SE,1,42
11/21/2017 6:00,81,1021,scattered clouds,SE,1,42
11/21/2017 7:00,81,1021,broken clouds,SE,1,42
11/21/2017 8:00,81,1020,scattered clouds,SE,1,43
11/21/2017 9:00,65,1021,broken clouds,N,2,43
11/21/2017 10:00,75,1021,overcast clouds,E,2,45
11/21/2017 11:00,81,1021,overcast clouds,E,2,45
11/21/2017 12:00,81,1021,broken clouds,NE,1,46
11/21/2017 13:00,75,1020,broken clouds,E,3,46
11/21/2017 14:00,87,1020,broken clouds,SE,3,45
11/21/2017 15:00,71,1020,broken clouds,SE,3,49
11/21/2017 16:00,67,1019,broken clouds,S,2,54
11/21/2017 17:00,67,1019,overcast clouds,SE,3,56
11/21/2017 18:00,68,1018,overcast clouds,S,2,61
11/21/2017 19:00,64,1018,broken clouds,SE,3,64
11/21/2017 20:00,64,1017,overcast clouds,SW,1,65
11/21/2017 21:00,68,1017,overcast clouds,NW,2,66
11/21/2017 22:00,82,1017,overcast clouds,SW,1,65
11/21/2017 23:00,82,1016,light rain,NW,1,63
11/22/2017 0:00,93,1017,overcast clouds,NW,1,61
11/22/2017 1:00,100,1017,sky is clear,NW,1,59
11/22/2017 2:00,77,1017,scattered clouds,E,3,58
11/22/2017 3:00,100,1017,mist,N,2,57
11/22/2017 4:00,100,1017,few clouds,N,2,55
11/22/2017 5:00,100,1017,mist,N,2,54
11/22/2017 6:00,100,1018,mist,N,2,53
11/22/2017 7:00,87,1017,overcast clouds,N,2,54
11/22/2017 8:00,100,1017,mist,NW,2,54
11/22/2017 9:00,93,1016,fog,NW,2,53
11/22/2017 10:00,87,1017,fog,N,3,51
11/22/2017 11:00,100,1017,fog,NW,2,49
11/22/2017 12:00,81,1017,mist,NW,3,49
11/22/2017 13:00,71,1018,sky is clear,N,4,48
11/22/2017 14:00,71,1019,sky is clear,N,4,48
11/22/2017 15:00,66,1020,sky is clear,N,5,52
11/22/2017 16:00,58,1020,sky is clear,N,4,56
11/22/2017 17:00,51,1020,sky is clear,N,4,58
11/22/2017 18:00,48,1020,sky is clear,N,5,61
11/22/2017 19:00,45,1019,sky is clear,N,7,62
11/22/2017 20:00,39,1018,sky is clear,N,5,61
11/22/2017 21:00,38,1018,sky is clear,N,3,60
11/22/2017 22:00,41,1018,sky is clear,N,4,59
11/22/2017 23:00,47,1019,sky is clear,N,2,56
11/23/2017 0:00,53,1019,sky is clear,N,2,53
11/23/2017 1:00,50,1019,sky is clear,N,5,52
11/23/2017 2:00,53,1019,sky is clear,N,4,49
11/23/2017 3:00,53,1019,sky is clear,N,5,47
11/23/2017 4:00,57,1019,sky is clear,N,6,45
11/23/2017 5:00,58,1019,sky is clear,N,4,44
11/23/2017 6:00,58,1019,sky is clear,N,3,42
11/23/2017 7:00,58,1019,sky is clear,N,3,40
11/23/2017 8:00,63,1019,sky is clear,N,2,39
11/23/2017 9:00,63,1018,sky is clear,N,2,39
11/23/2017 10:00,75,1018,scattered clouds,N,1,40
11/23/2017 11:00,75,1018,scattered clouds,N,2,39
11/23/2017 12:00,70,1018,scattered clouds,NE,2,39
11/23/2017 13:00,75,1018,sky is clear,NE,1,40
11/23/2017 14:00,70,1018,broken clouds,NE,2,40
11/23/2017 15:00,52,1019,scattered clouds,E,5,46
11/23/2017 16:00,46,1019,broken clouds,NE,4,51
11/23/2017 17:00,47,1018,sky is clear,E,4,54
11/23/2017 18:00,41,1017,broken clouds,NE,4,57
11/23/2017 19:00,44,1017,scattered clouds,NE,2,58
11/23/2017 20:00,48,1016,scattered clouds,E,1,60
11/23/2017 21:00,48,1015,sky is clear,SE,2,61
11/23/2017 22:00,48,1015,sky is clear,E,2,61
11/23/2017 23:00,54,1016,sky is clear,E,3,58
11/24/2017 0:00,62,1016,sky is clear,E,3,53
11/24/2017 1:00,81,1016,sky is clear,E,2,48
11/24/2017 2:00,66,1017,sky is clear,N,2,46
11/24/2017 3:00,66,1016,sky is clear,NE,1,44
11/24/2017 4:00,66,1017,sky is clear,E,2,43
11/24/2017 5:00,71,1017,sky is clear,E,1,42
11/24/2017 6:00,76,1017,sky is clear,E,1,41
11/24/2017 7:00,86,1016,sky is clear,E,1,39
11/24/2017 8:00,81,1016,mist,NE,1,38
11/24/2017 9:00,93,1017,haze,NE,1,38
11/24/2017 10:00,86,1017,mist,NE,2,37
11/24/2017 11:00,93,1017,mist,E,1,37
11/24/2017 12:00,93,1017,fog,E,1,37
11/24/2017 13:00,82,1017,mist,E,1,35
11/24/2017 14:00,87,1017,fog,SE,1,37
11/24/2017 15:00,76,1018,mist,S,1,44
11/24/2017 16:00,58,1018,sky is clear,SE,1,49
11/24/2017 17:00,58,1017,sky is clear,SE,1,54
11/24/2017 18:00,51,1016,sky is clear,W,2,57
11/24/2017 19:00,51,1015,sky is clear,SE,1,60
11/24/2017 20:00,42,1014,sky is clear,S,1,62
11/24/2017 21:00,42,1014,sky is clear,SW,1,63
11/24/2017 22:00,45,1014,sky is clear,S,1,63
11/24/2017 23:00,55,1014,sky is clear,S,1,61
11/25/2017 0:00,62,1014,sky is clear,S,1,54
11/25/2017 1:00,71,1015,sky is clear,S,1,50
11/25/2017 2:00,76,1015,sky is clear,S,2,47
11/25/2017 3:00,81,1015,sky is clear,S,2,46
11/25/2017 4:00,76,1016,sky is clear,S,2,44
11/25/2017 5:00,87,1016,sky is clear,SW,1,43
11/25/2017 6:00,81,1015,sky is clear,SW,1,42
11/25/2017 7:00,93,1015,mist,SW,1,40
11/25/2017 8:00,81,1015,mist,SW,1,40
11/25/2017 9:00,100,1015,fog,S,1,39
11/25/2017 10:00,87,1015,mist,S,1,39
11/25/2017 11:00,100,1016,mist,SW,1,39
11/25/2017 12:00,87,1016,fog,SW,1,38
11/25/2017 13:00,87,1016,mist,SW,1,38
11/25/2017 14:00,100,1016,mist,W,1,42
11/25/2017 15:00,87,1017,mist,W,1,44
11/25/2017 16:00,76,1017,sky is clear,W,2,49
11/25/2017 17:00,58,1017,smoke,W,2,55
11/25/2017 18:00,41,1016,sky is clear,W,1,59
11/25/2017 19:00,48,1014,sky is clear,W,3,63
11/25/2017 20:00,51,1015,broken clouds,W,2,63
11/25/2017 21:00,51,1015,sky is clear,W,2,63
11/25/2017 22:00,55,1015,sky is clear,W,2,62
11/25/2017 23:00,59,1016,sky is clear,NW,2,60
11/26/2017 0:00,58,1016,sky is clear,NW,2,57
11/26/2017 1:00,66,1017,sky is clear,W,1,55
11/26/2017 2:00,71,1017,sky is clear,W,2,53
11/26/2017 3:00,66,1018,sky is clear,NW,3,50
11/26/2017 4:00,71,1018,sky is clear,NW,1,48
11/26/2017 5:00,71,1018,sky is clear,NW,4,49
11/26/2017 6:00,71,1019,sky is clear,NW,4,48
11/26/2017 7:00,66,1019,sky is clear,N,5,49
11/26/2017 8:00,66,1019,sky is clear,N,5,48
11/26/2017 9:00,62,1019,sky is clear,N,7,46
11/26/2017 10:00,61,1020,sky is clear,N,7,47
11/26/2017 11:00,57,1020,sky is clear,N,6,47
11/26/2017 12:00,61,1021,sky is clear,N,5,45
11/26/2017 13:00,65,1021,sky is clear,N,6,43
11/26/2017 14:00,61,1022,sky is clear,NW,3,43
11/26/2017 15:00,57,1023,sky is clear,N,3,49
11/26/2017 16:00,47,1023,sky is clear,N,4,53
11/26/2017 17:00,38,1023,sky is clear,N,4,57
11/26/2017 18:00,33,1022,sky is clear,N,4,61
11/26/2017 19:00,37,1021,sky is clear,N,6,62
11/26/2017 20:00,31,1021,sky is clear,NW,6,63
11/26/2017 21:00,33,1021,sky is clear,NW,5,62
11/26/2017 22:00,33,1021,sky is clear,N,3,61
11/26/2017 23:00,41,1020,sky is clear,N,2,58
11/27/2017 0:00,43,1021,sky is clear,N,3,55
11/27/2017 1:00,46,1021,sky is clear,NW,3,52
11/27/2017 2:00,50,1021,sky is clear,NW,3,50
11/27/2017 3:00,53,1021,sky is clear,NW,3,47
11/27/2017 4:00,53,1022,sky is clear,NW,4,43
11/27/2017 5:00,69,1021,sky is clear,NW,3,43
11/27/2017 6:00,69,1021,sky is clear,N,3,42
11/27/2017 7:00,69,1021,sky is clear,NW,3,41
11/27/2017 8:00,66,1021,sky is clear,N,3,39
11/27/2017 9:00,60,1021,sky is clear,NW,3,37
11/27/2017 10:00,60,1021,sky is clear,NW,2,36
11/27/2017 11:00,61,1021,sky is clear,N,4,36
11/27/2017 12:00,56,1022,sky is clear,N,4,33
11/27/2017 13:00,56,1022,sky is clear,NE,3,32
11/27/2017 14:00,34,1023,sky is clear,N,1,35
11/27/2017 15:00,39,1023,sky is clear,NE,2,42
11/27/2017 16:00,46,1024,sky is clear,E,2,51
11/27/2017 17:00,33,1023,sky is clear,SE,1,55
11/27/2017 18:00,33,1023,sky is clear,SE,3,59
11/27/2017 19:00,31,1022,sky is clear,SE,2,62
11/27/2017 20:00,31,1021,sky is clear,E,3,63
11/27/2017 21:00,34,1021,sky is clear,E,1,63
11/27/2017 22:00,21,1021,sky is clear,E,2,63
11/27/2017 23:00,36,1021,sky is clear,E,2,61
11/28/2017 0:00,44,1022,sky is clear,N,1,52
11/28/2017 1:00,47,1023,sky is clear,NE,1,48
11/28/2017 2:00,46,1023,sky is clear,E,2,45
11/28/2017 3:00,58,1023,sky is clear,E,2,42
11/28/2017 4:00,50,1023,sky is clear,E,2,42
11/28/2017 5:00,57,1023,sky is clear,E,2,40
11/28/2017 6:00,57,1023,sky is clear,SE,1,40
11/28/2017 7:00,65,1023,sky is clear,E,2,38
11/28/2017 8:00,65,1023,sky is clear,SE,1,39
11/28/2017 9:00,65,1023,sky is clear,E,1,38
11/28/2017 10:00,79,1024,broken clouds,E,1,38
11/28/2017 11:00,70,1024,sky is clear,SE,2,37
11/28/2017 12:00,70,1024,sky is clear,E,2,36
11/28/2017 13:00,70,1025,sky is clear,E,1,36
11/28/2017 14:00,70,1026,sky is clear,SE,1,38
11/28/2017 15:00,66,1026,sky is clear,E,2,45
11/28/2017 16:00,58,1027,sky is clear,SE,2,52
11/28/2017 17:00,48,1026,sky is clear,SE,2,57
11/28/2017 18:00,39,1026,sky is clear,S,3,62
11/28/2017 19:00,37,1025,sky is clear,S,2,63
11/28/2017 20:00,34,1024,sky is clear,SE,2,65
11/28/2017 21:00,37,1024,sky is clear,SE,2,65
11/28/2017 22:00,40,1025,sky is clear,SE,1,65
11/28/2017 23:00,40,1025,sky is clear,SE,1,67
11/29/2017 0:00,51,1025,sky is clear,SE,2,58
11/29/2017 1:00,58,1025,sky is clear,SE,1,54
11/29/2017 2:00,62,1026,sky is clear,SE,2,51
11/29/2017 3:00,66,1026,sky is clear,E,2,49
11/29/2017 4:00,66,1026,sky is clear,SE,1,49
11/29/2017 5:00,71,1026,sky is clear,E,1,48
11/29/2017 6:00,61,1026,scattered clouds,E,1,47
11/29/2017 7:00,81,1026,few clouds,E,1,46
11/29/2017 8:00,93,1026,mist,NE,1,46
11/29/2017 9:00,87,1026,mist,NE,2,47
11/29/2017 10:00,100,1026,mist,N,1,48
11/29/2017 11:00,93,1026,fog,NE,1,49
11/29/2017 12:00,100,1027,fog,NE,1,49
11/29/2017 13:00,100,1026,mist,E,2,49
11/29/2017 14:00,100,1026,mist,NE,2,51
11/29/2017 15:00,100,1027,mist,E,1,53
11/29/2017 16:00,100,1026,fog,E,1,54
11/29/2017 17:00,93,1026,fog,W,1,56
11/29/2017 18:00,93,1026,fog,W,2,58
11/29/2017 19:00,93,1025,mist,SW,1,61
11/29/2017 20:00,82,1024,mist,SE,1,62
11/29/2017 21:00,73,1023,mist,E,1,65
11/29/2017 22:00,77,1023,haze,SE,1,66
11/29/2017 23:00,82,1023,broken clouds,SE,1,63
11/30/2017 0:00,100,1024,fog,SE,1,58
